37;Sant Andreu;Tenerife;1;0;
37;Sevilla;Murcia;1;1;
37;Valencia B;Logrognes;1;1;
37;Valladolid;Sabadell;1;1;
38;Cult. Leonesa;Mallorca;0;0;
38;Cordoba;Cadiz;2;0;
38;Gimn. Tarragon;Rayo Vallecano;2;0;
38;Hercules;Sant Andreu;1;0;
38;Logrognes;Valladolid;1;2;
38;Murcia;Elche;2;0;
38;Pontevedra;Osasuna;1;2;
38;Rac. Santander;Valencia B;2;0;
38;Sabadell;Sevilla;0;1;
38;Tenerife;Barakaldo;0;0;
39;Barakaldo;Hercules;2;0;
39;Elche;Sabadell;1;0;
39;Mallorca;Tenerife;3;0;
39;Osasuna;Cadiz;1;0;
39;Pontevedra;Gimn. Tarragon;3;0;
39;Rayo Vallecano;Cult. Leonesa;1;1;
39;Sant Andreu;Murcia;3;2;
39;Sevilla;Logrognes;0;0;
39;Valencia B;Cordoba;0;1;
39;Valladolid;Rac. Santander;0;0;
40;Cult. Leonesa;Pontevedra;1;1;
40;Cadiz;Valencia B;1;1;
40;Cordoba;Valladolid;2;3;
40;Gimn. Tarragon;Osasuna;1;0;
40;Hercules;Mallorca;2;0;
40;Logrognes;Elche;0;1;
40;Murcia;Barakaldo;6;0;
40;Rac. Santander;Sevilla;1;0;
40;Sabadell;Sant Andreu;1;1;
40;Tenerife;Rayo Vallecano;1;0;
41;Barakaldo;Sabadell;1;0;
41;Elche;Rac. Santander;1;1;
41;Gimn. Tarragon;Cult. Leonesa;4;0;
41;Mallorca;Murcia;1;0;
41;Osasuna;Valencia B;1;0;
41;Pontevedra;Tenerife;2;1;
41;Rayo Vallecano;Hercules;2;1;
41;Sant Andreu;Logrognes;1;1;
41;Sevilla;Cordoba;3;1;
41;Valladolid;Cadiz;1;0;
42;Cult. Leonesa;Osasuna;1;0;
42;Cadiz;Sevilla;1;1;
42;Cordoba;Elche;1;2;
42;Hercules;Pontevedra;2;1;
42;Logrognes;Barakaldo;1;1;
42;Murcia;Rayo Vallecano;2;1;
42;Rac. Santander;Sant Andreu;1;1;
42;Sabadell;Mallorca;0;1;
42;Tenerife;Gimn. Tarragon;1;0;
42;Valencia B;Valladolid;0;0;
43;Barakaldo;Rac. Santander;0;0;
43;Cult. Leonesa;Tenerife;0;0;
43;Elche;Cadiz;3;0;
43;Gimn. Tarragon;Hercules;1;0;
43;Mallorca;Logrognes;0;0;
43;Osasuna;Valladolid;0;0;
43;Pontevedra;Murcia;0;1;
43;Rayo Vallecano;Sabadell;3;0;
43;Sant Andreu;Cordoba;1;0;
43;Sevilla;Valencia B;3;0;
44;Cadiz;Sant Andreu;6;0;
44;Cordoba;Barakaldo;2;0;
44;Hercules;Cult. Leonesa;3;1;
44;Logrognes;Rayo Vallecano;2;0;
44;Murcia;Gimn. Tarragon;3;1;
44;Rac. Santander;Mallorca;1;0;
44;Sabadell;Pontevedra;3;1;
44;Tenerife;Osasuna;2;0;
44;Valencia B;Elche;2;3;
44;Valladolid;Sevilla;1;1;
45;Barakaldo;Cadiz;1;1;
45;Cult. Leonesa;Murcia;1;3;
45;Elche;Valladolid;1;2;
45;Gimn. Tarragon;Sabadell;2;1;
45;Mallorca;Cordoba;2;0;
45;Osasuna;Sevilla;1;1;
45;Pontevedra;Logrognes;1;1;
45;Rayo Vallecano;Rac. Santander;2;0;
45;Sant Andreu;Valencia B;0;0;
45;Tenerife;Hercules;3;0;
46;Cadiz;Mallorca;2;0;
46;Cordoba;Rayo Vallecano;2;0;
46;Hercules;Osasuna;2;0;
46;Logrognes;Gimn. Tarragon;1;1;
46;Murcia;Tenerife;3;0;
46;Rac. Santander;Pontevedra;1;0;
46;Sabadell;Cult. Leonesa;2;0;
46;Sevilla;Elche;2;0;
46;Valencia B;Barakaldo;0;1;
46;Valladolid;Sant Andreu;1;1;
47;Barakaldo;Valladolid;2;0;
47;Cult. Leonesa;Logrognes;3;2;
47;Gimn. Tarragon;Rac. Santander;1;0;
47;Hercules;Murcia;0;1;
47;Mallorca;Valencia B;1;1;
47;Osasuna;Elche;1;0;
47;Pontevedra;Cordoba;0;0;
47;Rayo Vallecano;Cadiz;1;2;
47;Sant Andreu;Sevilla;1;0;
47;Tenerife;Sabadell;1;1;
48;Cadiz;Pontevedra;2;0;
48;Cordoba;Gimn. Tarragon;1;0;
48;Elche;Sant Andreu;2;0;
48;Logrognes;Tenerife;3;0;
48;Murcia;Osasuna;1;0;
48;Rac. Santander;Cult. Leonesa;2;1;
48;Sabadell;Hercules;0;0;
48;Sevilla;Barakaldo;0;1;
48;Valencia B;Rayo Vallecano;2;1;
48;Valladolid;Mallorca;3;1;
49;Barakaldo;Elche;0;0;
49;Cult. Leonesa;Cordoba;3;0;
49;Gimn. Tarragon;Cadiz;2;1;
49;Hercules;Logrognes;1;0;
49;Mallorca;Sevilla;1;1;
49;Murcia;Sabadell;5;2;
49;Osasuna;Sant Andreu;1;1;
49;Pontevedra;Valencia B;2;0;
49;Rayo Vallecano;Valladolid;0;2;
49;Tenerife;Rac. Santander;4;1;
50;Cadiz;Cult. Leonesa;1;0;
50;Cordoba;Tenerife;1;0;
50;Elche;Mallorca;3;1;
50;Logrognes;Murcia;0;0;
50;Rac. Santander;Hercules;1;0;
50;Sabadell;Osasuna;2;1;
50;Sant Andreu;Barakaldo;3;0;
